item_id,description
N201653,Supplier sheet: Bluebell tortilla chips 6 pk pack of 12. Store at ambient. Shelf life 164 days. Allergens: nuts;milk.
N202097,Supplier sheet: Meadow sourdough loaf 330 ml pack of 4. Store at ambient. Shelf life 179 days. Allergens: gluten;egg. Call +1-555-0107-1007
N202308,Supplier sheet: Orchard cola zero 2 L pack of 12. Store at ambient. Shelf life 73 days. Allergens: none.
N202941,Supplier sheet: Valley tortilla chips 500 g pack of 4. Store at ambient. Shelf life 78 days. Allergens: nuts;milk.
N202010,Supplier sheet: Orchard cherry tomato 1 kg pack of 1. Store at ambient. Shelf life 110 days. Allergens: none.
N202493,Supplier sheet: Meadow tortilla chips 6 pk pack of 6. Store at ambient. Shelf life 79 days. Allergens: nuts;milk.
N201033,Supplier sheet: Bluebell butter croissant 1 L pack of 2. Store at ambient. Shelf life 52 days. Allergens: gluten;egg.
N202583,Supplier sheet: Northfield toothpaste mint 1 kg pack of 6. Store at ambient. Shelf life 128 days. Allergens: none.
N202301,Supplier sheet: Bluebell rice cakes 6 pk pack of 1. Store at ambient. Shelf life 82 days. Allergens: nuts;milk.
N202668,Supplier sheet: Northfield cold brew 2 L pack of 2. Store at ambient. Shelf life 169 days. Allergens: none.
N201061,Supplier sheet: Bluebell tortilla chips 750 g pack of 12. Store at ambient. Shelf life 41 days. Allergens: nuts;milk.
N202095,Supplier sheet: Valley toothpaste mint 2 L pack of 4. Store at ambient. Shelf life 81 days. Allergens: none.
N200141,Supplier sheet: Harvest dark chocolate 750 g pack of 2. Store at ambient. Shelf life 97 days. Allergens: nuts;milk.
N201143,Supplier sheet: Bluebell toothpaste mint 1 L pack of 12. Store at ambient. Shelf life 163 days. Allergens: none.
N200490,Supplier sheet: Harvest cherry tomato 1 kg pack of 2. Store at chilled. Shelf life 105 days. Allergens: none.
N202131,Supplier sheet: Northfield fish fingers 2 L pack of 4. Store at -18C. Shelf life 15 days. Allergens: gluten;fish.
N202578,Supplier sheet: Valley baby spinach 750 g pack of 6. Store at chilled. Shelf life 62 days. Allergens: none.
N201224,Supplier sheet: Northfield double cream 6 pk pack of 1. Store at chilled. Shelf life 159 days. Allergens: milk.
N200162,Supplier sheet: Orchard gala apple 2 L pack of 2. Store at chilled. Shelf life 51 days. Allergens: none.
N201267,Supplier sheet: Orchard garden peas 330 ml pack of 12. Store at -18C. Shelf life 63 days. Allergens: gluten;fish.
N202909,Supplier sheet: Orchard tortilla chips 1 kg pack of 2. Store at ambient. Shelf life 29 days. Allergens: nuts;milk.
N201168,Supplier sheet: Northfield whole milk 2 L pack of 1. Store at chilled. Shelf life 130 days. Allergens: milk.
N200422,Supplier sheet: Harvest glass cleaner 500 g pack of 4. Store at ambient. Shelf life 27 days. Allergens: none.
N201710,Supplier sheet: Bluebell paper towel 330 ml pack of 1. Store at ambient. Shelf life 68 days. Allergens: none.
N202922,Supplier sheet: Orchard gala apple 250 ml pack of 1. Store at chilled. Shelf life 128 days. Allergens: none.
N200158,Supplier sheet: Harvest glass cleaner 6 pk pack of 1. Store at ambient. Shelf life 161 days. Allergens: none.
N202267,Supplier sheet: Orchard garden peas 1 L pack of 1. Store at -18C. Shelf life 42 days. Allergens: gluten;fish.
N201514,Supplier sheet: Meadow gala apple 2 L pack of 4. Store at chilled. Shelf life 61 days. Allergens: none.
N202632,Supplier sheet: Bluebell whole milk 250 ml pack of 1. Store at chilled. Shelf life 23 days. Allergens: milk.
N200814,Supplier sheet: Bluebell paper towel 330 ml pack of 2. Store at ambient. Shelf life 80 days. Allergens: none.
N200275,Supplier sheet: Northfield fish fingers 1 kg pack of 1. Store at -18C. Shelf life 179 days. Allergens: gluten;fish.
N201055,Supplier sheet: Northfield body lotion 330 ml pack of 2. Store at ambient. Shelf life 56 days. Allergens: none.
N202495,Supplier sheet: Valley body lotion 250 ml pack of 12. Store at ambient. Shelf life 49 days. Allergens: none.
N201332,Supplier sheet: Valley cold brew 1 kg pack of 1. Store at ambient. Shelf life 73 days. Allergens: none.
N202616,Supplier sheet: Bluebell cheddar cheese 1 kg pack of 1. Store at chilled. Shelf life 161 days. Allergens: milk.
N202123,Supplier sheet: Bluebell margherita pizza 2 L pack of 6. Store at -18C. Shelf life 99 days. Allergens: gluten;fish.
N202089,Supplier sheet: Harvest sourdough loaf 250 ml pack of 6. Store at ambient. Shelf life 110 days. Allergens: gluten;egg.
N202808,Supplier sheet: Meadow cheddar cheese 2 L pack of 4. Store at chilled. Shelf life 141 days. Allergens: milk.
N200826,Supplier sheet: Meadow avocado ripe 330 ml pack of 6. Store at chilled. Shelf life 129 days. Allergens: none.
N200068,Supplier sheet: Meadow orange juice 2 L pack of 1. Store at ambient. Shelf life 108 days. Allergens: none.
N201649,Supplier sheet: Meadow seeded bagel 1 kg pack of 12. Store at ambient. Shelf life 102 days. Allergens: gluten;egg.
N201321,Supplier sheet: Meadow butter croissant 500 g pack of 6. Store at ambient. Shelf life 97 days. Allergens: gluten;egg.
N202274,Supplier sheet: Harvest avocado ripe 2 L pack of 1. Store at chilled. Shelf life 35 days. Allergens: none.
N201803,Supplier sheet: Northfield fish fingers 750 g pack of 1. Store at -18C. Shelf life 76 days. Allergens: gluten;fish.
N201888,Supplier sheet: Orchard whole milk 1 L pack of 1. Store at chilled. Shelf life 152 days. Allergens: milk.
N201407,Supplier sheet: Valley shampoo daily 1 L pack of 12. Store at ambient. Shelf life 9 days. Allergens: none.
N202774,Supplier sheet: Valley bin liners 330 ml pack of 12. Store at ambient. Shelf life 149 days. Allergens: none.
N200308,Supplier sheet: Valley oat drink 750 g pack of 2. Store at ambient. Shelf life 103 days. Allergens: none.
N201190,Supplier sheet: Northfield paper towel 2 L pack of 1. Store at ambient. Shelf life 64 days. Allergens: none.
N201503,Supplier sheet: Orchard toothpaste mint 330 ml pack of 4. Store at ambient. Shelf life 23 days. Allergens: none.
N200127,Supplier sheet: Harvest shampoo daily 2 L pack of 4. Store at ambient. Shelf life 138 days. Allergens: none.
N201618,Supplier sheet: Northfield gala apple 500 g pack of 2. Store at chilled. Shelf life 3 days. Allergens: none.
N202825,Supplier sheet: Bluebell blueberry muffin 500 g pack of 1. Store at ambient. Shelf life 99 days. Allergens: gluten;egg.
N202911,Supplier sheet: Harvest hand soap 1 kg pack of 1. Store at ambient. Shelf life 31 days. Allergens: none.
N200057,Supplier sheet: Harvest seeded bagel 750 g pack of 2. Store at ambient. Shelf life 163 days. Allergens: gluten;egg.
N200513,Supplier sheet: Harvest seeded bagel 330 ml pack of 2. Store at ambient. Shelf life 35 days. Allergens: gluten;egg.
N200539,Supplier sheet: Northfield margherita pizza 1 kg pack of 4. Store at -18C. Shelf life 145 days. Allergens: gluten;fish.
N202461,Supplier sheet: Northfield rice cakes 500 g pack of 12. Store at ambient. Shelf life 104 days. Allergens: nuts;milk.
N200649,Supplier sheet: Orchard butter croissant 750 g pack of 4. Store at ambient. Shelf life 10 days. Allergens: gluten;egg.
N200570,Supplier sheet: Bluebell cherry tomato 1 kg pack of 2. Store at chilled. Shelf life 130 days. Allergens: none.
N200727,Supplier sheet: Orchard razor blades 250 ml pack of 1. Store at ambient. Shelf life 158 days. Allergens: none.
N200728,Supplier sheet: Orchard greek yogurt 6 pk pack of 2. Store at chilled. Shelf life 42 days. Allergens: milk. Call +1-555-0117-1017
N200802,Supplier sheet: Orchard cherry tomato 750 g pack of 1. Store at chilled. Shelf life 174 days. Allergens: none.
N201595,Supplier sheet: Harvest mixed berries 2 L pack of 6. Store at -18C. Shelf life 144 days. Allergens: gluten;fish.
N201310,Supplier sheet: Orchard bin liners 500 g pack of 4. Store at ambient. Shelf life 134 days. Allergens: none.
N202882,Supplier sheet: Meadow avocado ripe 2 L pack of 1. Store at chilled. Shelf life 62 days. Allergens: none.
N202609,Supplier sheet: Bluebell sourdough loaf 250 ml pack of 1. Store at ambient. Shelf life 24 days. Allergens: gluten;egg.
N201176,Supplier sheet: Meadow cheddar cheese 1 L pack of 12. Store at chilled. Shelf life 78 days. Allergens: milk.
N201194,Supplier sheet: Bluebell avocado ripe 1 kg pack of 6. Store at chilled. Shelf life 145 days. Allergens: none.
N202981,Supplier sheet: Valley rice cakes 1 L pack of 4. Store at ambient. Shelf life 106 days. Allergens: nuts;milk.
N202185,Supplier sheet: Valley seeded bagel 1 L pack of 12. Store at ambient. Shelf life 117 days. Allergens: gluten;egg.
N200147,Supplier sheet: Valley margherita pizza 1 kg pack of 6. Store at -18C. Shelf life 141 days. Allergens: gluten;fish.
N201099,Supplier sheet: Bluebell vanilla icecream 2 L pack of 4. Store at -18C. Shelf life 62 days. Allergens: gluten;fish.
N200163,Supplier sheet: Valley mixed berries 750 g pack of 2. Store at -18C. Shelf life 9 days. Allergens: gluten;fish.
N201282,Supplier sheet: Harvest gala apple 750 g pack of 2. Store at chilled. Shelf life 159 days. Allergens: none.
N202327,Supplier sheet: Orchard body lotion 330 ml pack of 12. Store at ambient. Shelf life 111 days. Allergens: none.
N200818,Supplier sheet: Orchard gala apple 250 ml pack of 4. Store at chilled. Shelf life 103 days. Allergens: none.
N202205,Supplier sheet: Bluebell rice cakes 750 g pack of 4. Store at ambient. Shelf life 104 days. Allergens: nuts;milk.
N201820,Supplier sheet: Valley cola zero 1 L pack of 1. Store at ambient. Shelf life 153 days. Allergens: none. Rep contact rep24@example-supplier.test
N200277,Supplier sheet: Harvest salted crisps 1 L pack of 12. Store at ambient. Shelf life 139 days. Allergens: nuts;milk.
N201669,Supplier sheet: Harvest rice cakes 1 L pack of 6. Store at ambient. Shelf life 121 days. Allergens: nuts;milk.
N201299,Supplier sheet: Meadow fish fingers 1 L pack of 1. Store at -18C. Shelf life 141 days. Allergens: gluten;fish.
N200599,Supplier sheet: Northfield hand soap 250 ml pack of 4. Store at ambient. Shelf life 54 days. Allergens: none.
N200416,Supplier sheet: Valley greek yogurt 250 ml pack of 4. Store at chilled. Shelf life 128 days. Allergens: milk.
N202586,Supplier sheet: Valley baby spinach 500 g pack of 12. Store at chilled. Shelf life 175 days. Allergens: none.
N201822,Supplier sheet: Bluebell glass cleaner 1 L pack of 2. Store at ambient. Shelf life 44 days. Allergens: none.
N201372,Supplier sheet: Valley orange juice 1 L pack of 4. Store at ambient. Shelf life 104 days. Allergens: none.
N201692,Supplier sheet: Northfield oat drink 750 g pack of 2. Store at ambient. Shelf life 123 days. Allergens: none.
N200053,Supplier sheet: Orchard trail mix 1 L pack of 12. Store at ambient. Shelf life 94 days. Allergens: nuts;milk.
N201567,Supplier sheet: Meadow toothpaste mint 6 pk pack of 6. Store at ambient. Shelf life 174 days. Allergens: none.
N202328,Supplier sheet: Northfield double cream 6 pk pack of 1. Store at chilled. Shelf life 74 days. Allergens: milk.
N200971,Supplier sheet: Bluebell margherita pizza 2 L pack of 12. Store at -18C. Shelf life 41 days. Allergens: gluten;fish.
N202720,Supplier sheet: Meadow double cream 750 g pack of 6. Store at chilled. Shelf life 27 days. Allergens: milk.
N202183,Supplier sheet: Northfield body lotion 6 pk pack of 1. Store at ambient. Shelf life 153 days. Allergens: none.
N201544,Supplier sheet: Northfield cheddar cheese 250 ml pack of 6. Store at chilled. Shelf life 124 days. Allergens: milk.
N201283,Supplier sheet: Orchard mixed berries 750 g pack of 2. Store at -18C. Shelf life 105 days. Allergens: gluten;fish.
N201451,Supplier sheet: Valley mixed berries 2 L pack of 12. Store at -18C. Shelf life 79 days. Allergens: gluten;fish.
N201136,Supplier sheet: Meadow whole milk 2 L pack of 1. Store at chilled. Shelf life 75 days. Allergens: milk.
N202840,Supplier sheet: Orchard double cream 750 g pack of 2. Store at chilled. Shelf life 168 days. Allergens: milk. Call +1-555-0129-1029
N200914,Supplier sheet: Orchard avocado ripe 330 ml pack of 6. Store at chilled. Shelf life 123 days. Allergens: none.
N201113,Supplier sheet: Orchard blueberry muffin 1 L pack of 1. Store at ambient. Shelf life 173 days. Allergens: gluten;egg.
N202846,Supplier sheet: Bluebell laundry pods 330 ml pack of 1. Store at ambient. Shelf life 144 days. Allergens: none.
N200955,Supplier sheet: Northfield garden peas 500 g pack of 6. Store at -18C. Shelf life 138 days. Allergens: gluten;fish.
N201201,Supplier sheet: Orchard sourdough loaf 2 L pack of 12. Store at ambient. Shelf life 100 days. Allergens: gluten;egg.
N202822,Supplier sheet: Bluebell glass cleaner 330 ml pack of 1. Store at ambient. Shelf life 45 days. Allergens: none.
N202823,Supplier sheet: Harvest body lotion 500 g pack of 12. Store at ambient. Shelf life 118 days. Allergens: none.
N201295,Supplier sheet: Orchard razor blades 250 ml pack of 4. Store at ambient. Shelf life 129 days. Allergens: none.
N200886,Supplier sheet: Harvest dish soap 500 g pack of 12. Store at ambient. Shelf life 95 days. Allergens: none. Rep contact rep0@example-supplier.test
N202861,Supplier sheet: Northfield dark chocolate 6 pk pack of 12. Store at ambient. Shelf life 6 days. Allergens: nuts;milk.
N200101,Supplier sheet: Orchard trail mix 250 ml pack of 6. Store at ambient. Shelf life 172 days. Allergens: nuts;milk.
N200960,Supplier sheet: Meadow greek yogurt 1 kg pack of 2. Store at chilled. Shelf life 149 days. Allergens: milk.
N200226,Supplier sheet: Orchard baby spinach 2 L pack of 2. Store at ambient. Shelf life 65 days. Allergens: none.
N201859,Supplier sheet: Meadow fish fingers 500 g pack of 6. Store at -18C. Shelf life 90 days. Allergens: gluten;fish.
N200705,Supplier sheet: Orchard seeded bagel 330 ml pack of 2. Store at ambient. Shelf life 24 days. Allergens: gluten;egg.
N200924,Supplier sheet: Orchard orange juice 500 g pack of 1. Store at ambient. Shelf life 168 days. Allergens: none.
N200977,Supplier sheet: Meadow wholemeal bread 750 g pack of 4. Store at ambient. Shelf life 43 days. Allergens: gluten;egg.
N202188,Supplier sheet: Harvest orange juice 250 ml pack of 4. Store at ambient. Shelf life 69 days. Allergens: none.
N202404,Supplier sheet: Harvest orange juice 1 L pack of 12. Store at ambient. Shelf life 78 days. Allergens: none.
N200732,Supplier sheet: Northfield oat drink 1 kg pack of 4. Store at ambient. Shelf life 49 days. Allergens: none.
N200730,Supplier sheet: Orchard cherry tomato 6 pk pack of 1. Store at chilled. Shelf life 115 days. Allergens: none.
N201938,Supplier sheet: Harvest gala apple 330 ml pack of 6. Store at chilled. Shelf life 179 days. Allergens: none.
N201498,Supplier sheet: Meadow banana bunch 6 pk pack of 4. Store at chilled. Shelf life 154 days. Allergens: none.
N201958,Supplier sheet: Valley laundry pods 1 L pack of 1. Store at ambient. Shelf life 96 days. Allergens: none.
N201800,Supplier sheet: Bluebell greek yogurt 6 pk pack of 4. Store at chilled. Shelf life 26 days. Allergens: milk.
N202593,Supplier sheet: Northfield wholemeal bread 750 g pack of 4. Store at ambient. Shelf life 155 days. Allergens: gluten;egg. Rep contact rep6@example-supplier.test
N202266,Supplier sheet: Northfield baby spinach 750 g pack of 1. Store at chilled. Shelf life 48 days. Allergens: none.
N202523,Supplier sheet: Northfield vanilla icecream 330 ml pack of 4. Store at -18C. Shelf life 164 days. Allergens: gluten;fish.
N202094,Supplier sheet: Orchard laundry pods 330 ml pack of 2. Store at ambient. Shelf life 72 days. Allergens: none.
N202863,Supplier sheet: Harvest razor blades 1 L pack of 12. Store at ambient. Shelf life 94 days. Allergens: none.
N201705,Supplier sheet: Harvest wholemeal bread 330 ml pack of 6. Store at ambient. Shelf life 80 days. Allergens: gluten;egg.
N200104,Supplier sheet: Valley salted butter 2 L pack of 4. Store at chilled. Shelf life 83 days. Allergens: milk.
N202855,Supplier sheet: Valley hand soap 1 kg pack of 2. Store at ambient. Shelf life 32 days. Allergens: none.
N201435,Supplier sheet: Meadow margherita pizza 2 L pack of 2. Store at -18C. Shelf life 100 days. Allergens: gluten;fish.
N202887,Supplier sheet: Orchard shampoo daily 1 L pack of 6. Store at ambient. Shelf life 74 days. Allergens: none.
N200465,Supplier sheet: Harvest sourdough loaf 1 kg pack of 4. Store at ambient. Shelf life 153 days. Allergens: gluten;egg.
N201929,Supplier sheet: Harvest sourdough loaf 750 g pack of 4. Store at ambient. Shelf life 87 days. Allergens: gluten;egg.
N200936,Supplier sheet: Harvest cheddar cheese 250 ml pack of 4. Store at chilled. Shelf life 173 days. Allergens: milk.
N201981,Supplier sheet: Bluebell rice cakes 2 L pack of 1. Store at ambient. Shelf life 55 days. Allergens: nuts;milk.
N201991,Supplier sheet: Orchard razor blades 330 ml pack of 6. Store at ambient. Shelf life 61 days. Allergens: none.
N202080,Supplier sheet: Northfield salted butter 500 g pack of 1. Store at chilled. Shelf life 9 days. Allergens: milk.
N200020,Supplier sheet: Meadow sparkling water 1 L pack of 4. Store at ambient. Shelf life 133 days. Allergens: none.
N200214,Supplier sheet: Valley glass cleaner 330 ml pack of 2. Store at ambient. Shelf life 16 days. Allergens: none.
N201296,Supplier sheet: Northfield salted butter 250 ml pack of 12. Store at chilled. Shelf life 53 days. Allergens: milk.
N201543,Supplier sheet: Bluebell toothpaste mint 1 kg pack of 6. Store at ambient. Shelf life 164 days. Allergens: none.
N202414,Supplier sheet: Harvest bin liners 6 pk pack of 12. Store at ambient. Shelf life 111 days. Allergens: none.
N200885,Supplier sheet: Valley rice cakes 1 L pack of 1. Store at ambient. Shelf life 101 days. Allergens: nuts;milk.
N202832,Supplier sheet: Meadow double cream 1 kg pack of 2. Store at chilled. Shelf life 145 days. Allergens: milk.
N201707,Supplier sheet: Meadow vanilla icecream 1 kg pack of 6. Store at -18C. Shelf life 139 days. Allergens: gluten;fish.
N200639,Supplier sheet: Northfield razor blades 1 L pack of 12. Store at ambient. Shelf life 159 days. Allergens: none.
N201042,Supplier sheet: Harvest banana bunch 1 L pack of 2. Store at chilled. Shelf life 120 days. Allergens: none.
N201661,Supplier sheet: Bluebell trail mix 330 ml pack of 6. Store at ambient. Shelf life 82 days. Allergens: nuts;milk.
N202509,Supplier sheet: Northfield trail mix 6 pk pack of 1. Store at ambient. Shelf life 26 days. Allergens: nuts;milk.
N200017,Supplier sheet: Northfield butter croissant 2 L pack of 6. Store at ambient. Shelf life 68 days. Allergens: gluten;egg.
N201970,Supplier sheet: Northfield gala apple 750 g pack of 12. Store at chilled. Shelf life 127 days. Allergens: none.
N202573,Supplier sheet: Bluebell tortilla chips 500 g pack of 12. Store at ambient. Shelf life 47 days. Allergens: nuts;milk.
N200063,Supplier sheet: Harvest shampoo daily 250 ml pack of 4. Store at ambient. Shelf life 121 days. Allergens: none.
N202611,Supplier sheet: Harvest mixed berries 1 kg pack of 6. Store at -18C. Shelf life 26 days. Allergens: gluten;fish.
N201116,Supplier sheet: Northfield cola zero 250 ml pack of 12. Store at ambient. Shelf life 13 days. Allergens: none.
N202025,Supplier sheet: Harvest sourdough loaf 1 kg pack of 12. Store at ambient. Shelf life 67 days. Allergens: gluten;egg.
N202507,Supplier sheet: Bluebell garden peas 1 kg pack of 4. Store at -18C. Shelf life 43 days. Allergens: gluten;fish.
N202763,Supplier sheet: Harvest fish fingers 6 pk pack of 4. Store at -18C. Shelf life 157 days. Allergens: gluten;fish.
N202428,Supplier sheet: Northfield cold brew 1 L pack of 1. Store at ambient. Shelf life 69 days. Allergens: none.
N202353,Supplier sheet: Northfield seeded bagel 6 pk pack of 2. Store at ambient. Shelf life 77 days. Allergens: gluten;egg.
N201638,Supplier sheet: Bluebell glass cleaner 750 g pack of 1. Store at ambient. Shelf life 74 days. Allergens: none.
N201011,Supplier sheet: Northfield fish fingers 1 L pack of 2. Store at -18C. Shelf life 59 days. Allergens: gluten;fish.
N201366,Supplier sheet: Orchard glass cleaner 6 pk pack of 12. Store at ambient. Shelf life 165 days. Allergens: none.
N202401,Supplier sheet: Meadow blueberry muffin 6 pk pack of 12. Store at ambient. Shelf life 133 days. Allergens: gluten;egg.
N202344,Supplier sheet: Meadow greek yogurt 6 pk pack of 2. Store at chilled. Shelf life 31 days. Allergens: milk.
N201612,Supplier sheet: Orchard oat drink 500 g pack of 2. Store at ambient. Shelf life 41 days. Allergens: none.
N202104,Supplier sheet: Valley whole milk 1 kg pack of 1. Store at chilled. Shelf life 17 days. Allergens: milk.
N201243,Supplier sheet: Harvest mixed berries 500 g pack of 6. Store at -18C. Shelf life 48 days. Allergens: gluten;fish.
N201993,Supplier sheet: Northfield blueberry muffin 750 g pack of 12. Store at ambient. Shelf life 119 days. Allergens: gluten;egg.
N201557,Supplier sheet: Valley salted crisps 500 g pack of 1. Store at ambient. Shelf life 168 days. Allergens: nuts;milk.
N200125,Supplier sheet: Orchard trail mix 2 L pack of 4. Store at ambient. Shelf life 88 days. Allergens: nuts;milk.
N200756,Supplier sheet: Valley oat drink 6 pk pack of 6. Store at ambient. Shelf life 17 days. Allergens: none.
N200208,Supplier sheet: Meadow cheddar cheese 1 L pack of 4. Store at chilled. Shelf life 11 days. Allergens: milk.
N202016,Supplier sheet: Harvest double cream 6 pk pack of 1. Store at chilled. Shelf life 76 days. Allergens: milk.
N200011,Supplier sheet: Harvest margherita pizza 2 L pack of 12. Store at -18C. Shelf life 49 days. Allergens: gluten;fish.
N202994,Supplier sheet: Meadow avocado ripe 1 kg pack of 12. Store at chilled. Shelf life 105 days. Allergens: none.
N202126,Supplier sheet: Bluebell glass cleaner 750 g pack of 6. Store at ambient. Shelf life 23 days. Allergens: none.
N200779,Supplier sheet: Bluebell fish fingers 1 kg pack of 1. Store at -18C. Shelf life 43 days. Allergens: gluten;fish.
N201431,Supplier sheet: Bluebell razor blades 250 ml pack of 2. Store at ambient. Shelf life 101 days. Allergens: none.
N200432,Supplier sheet: Valley salted butter 500 g pack of 6. Store at chilled. Shelf life 52 days. Allergens: milk.
N202369,Supplier sheet: Meadow sourdough loaf 250 ml pack of 6. Store at ambient. Shelf life 67 days. Allergens: gluten;egg.
N201741,Supplier sheet: Orchard salted crisps 6 pk pack of 6. Store at ambient. Shelf life 42 days. Allergens: nuts;milk.
N202237,Supplier sheet: Harvest salted crisps 6 pk pack of 4. Store at ambient. Shelf life 12 days. Allergens: nuts;milk.
N201780,Supplier sheet: Valley cola zero 6 pk pack of 4. Store at ambient. Shelf life 64 days. Allergens: none.
N200098,Supplier sheet: Valley baby spinach 250 ml pack of 6. Store at chilled. Shelf life 61 days. Allergens: none.
N200427,Supplier sheet: Valley margherita pizza 2 L pack of 1. Store at -18C. Shelf life 162 days. Allergens: gluten;fish.
N202347,Supplier sheet: Harvest garden peas 500 g pack of 6. Store at -18C. Shelf life 161 days. Allergens: gluten;fish.
N202101,Supplier sheet: Orchard salted crisps 250 ml pack of 12. Store at ambient. Shelf life 79 days. Allergens: nuts;milk.
N200288,Supplier sheet: Valley salted butter 2 L pack of 4. Store at chilled. Shelf life 53 days. Allergens: milk.
N202079,Supplier sheet: Valley toothpaste mint 2 L pack of 4. Store at ambient. Shelf life 76 days. Allergens: none.
N200740,Supplier sheet: Meadow oat drink 2 L pack of 12. Store at ambient. Shelf life 110 days. Allergens: none.
N202993,Supplier sheet: Northfield butter croissant 250 ml pack of 4. Store at ambient. Shelf life 71 days. Allergens: gluten;egg.
N201683,Supplier sheet: Meadow mixed berries 330 ml pack of 2. Store at -18C. Shelf life 136 days. Allergens: gluten;fish.
N202802,Supplier sheet: Harvest gala apple 500 g pack of 4. Store at chilled. Shelf life 173 days. Allergens: none.
N200310,Supplier sheet: Northfield bin liners 6 pk pack of 6. Store at ambient. Shelf life 74 days. Allergens: none.
N200358,Supplier sheet: Valley bin liners 250 ml pack of 1. Store at ambient. Shelf life 23 days. Allergens: none.
N201015,Supplier sheet: Valley shampoo daily 330 ml pack of 2. Store at ambient. Shelf life 24 days. Allergens: none.
N200499,Supplier sheet: Bluebell mixed berries 330 ml pack of 1. Store at -18C. Shelf life 157 days. Allergens: gluten;fish.
N201697,Supplier sheet: Meadow wholemeal bread 2 L pack of 6. Store at ambient. Shelf life 76 days. Allergens: gluten;egg.
N200178,Supplier sheet: Meadow baby spinach 1 L pack of 12. Store at chilled. Shelf life 60 days. Allergens: none.
N200375,Supplier sheet: Orchard razor blades 500 g pack of 6. Store at ambient. Shelf life 112 days. Allergens: none.
N202041,Supplier sheet: Northfield blueberry muffin 750 g pack of 4. Store at ambient. Shelf life 172 days. Allergens: gluten;egg.
N202186,Supplier sheet: Meadow banana bunch 250 ml pack of 4. Store at chilled. Shelf life 78 days. Allergens: none.
N201169,Supplier sheet: Bluebell butter croissant 750 g pack of 4. Store at ambient. Shelf life 58 days. Allergens: gluten;egg.
N200148,Supplier sheet: Meadow orange juice 250 ml pack of 12. Store at ambient. Shelf life 155 days. Allergens: none.
N202876,Supplier sheet: Northfield sparkling water 1 L pack of 12. Store at ambient. Shelf life 17 days. Allergens: none.
N201157,Supplier sheet: Bluebell trail mix 6 pk pack of 1. Store at ambient. Shelf life 152 days. Allergens: nuts;milk.
N202059,Supplier sheet: Orchard garden peas 500 g pack of 12. Store at -18C. Shelf life 95 days. Allergens: gluten;fish.
N202588,Supplier sheet: Harvest orange juice 250 ml pack of 12. Store at ambient. Shelf life 6 days. Allergens: none.
N200026,Supplier sheet: Valley cherry tomato 250 ml pack of 4. Store at chilled. Shelf life 43 days. Allergens: none.
N200372,Supplier sheet: Bluebell oat drink 330 ml pack of 2. Store at ambient. Shelf life 123 days. Allergens: none.
N200723,Supplier sheet: Orchard vanilla icecream 2 L pack of 4. Store at -18C. Shelf life 136 days. Allergens: gluten;fish.
N202265,Supplier sheet: Valley wholemeal bread 500 g pack of 2. Store at ambient. Shelf life 37 days. Allergens: gluten;egg.
N200038,Supplier sheet: Valley paper towel 330 ml pack of 4. Store at ambient. Shelf life 119 days. Allergens: none.
N200232,Supplier sheet: Orchard double cream 330 ml pack of 4. Store at chilled. Shelf life 178 days. Allergens: milk.
N201147,Supplier sheet: Orchard fish fingers 330 ml pack of 6. Store at -18C. Shelf life 124 days. Allergens: gluten;fish.
N201211,Supplier sheet: Orchard vanilla icecream 2 L pack of 6. Store at -18C. Shelf life 127 days. Allergens: gluten;fish.
N201949,Supplier sheet: Meadow dark chocolate 250 ml pack of 4. Store at ambient. Shelf life 37 days. Allergens: nuts;milk.
N200103,Supplier sheet: Meadow razor blades 500 g pack of 6. Store at ambient. Shelf life 115 days. Allergens: none.
N200626,Supplier sheet: Valley baby spinach 250 ml pack of 6. Store at chilled. Shelf life 128 days. Allergens: none.
N200508,Supplier sheet: Bluebell sparkling water 1 kg pack of 4. Store at ambient. Shelf life 22 days. Allergens: none.
N201817,Supplier sheet: Valley butter croissant 1 L pack of 1. Store at ambient. Shelf life 58 days. Allergens: gluten;egg.
N202515,Supplier sheet: Northfield mixed berries 1 kg pack of 2. Store at -18C. Shelf life 159 days. Allergens: gluten;fish.
N202210,Supplier sheet: Orchard banana bunch 330 ml pack of 6. Store at chilled. Shelf life 179 days. Allergens: none.
N201723,Supplier sheet: Valley garden peas 250 ml pack of 2. Store at -18C. Shelf life 33 days. Allergens: gluten;fish.
N202897,Supplier sheet: Northfield seeded bagel 500 g pack of 2. Store at ambient. Shelf life 132 days. Allergens: gluten;egg.
N202292,Supplier sheet: Harvest cola zero 500 g pack of 4. Store at ambient. Shelf life 91 days. Allergens: none.
N201902,Supplier sheet: Bluebell glass cleaner 330 ml pack of 6. Store at ambient. Shelf life 107 days. Allergens: none.
N200842,Supplier sheet: Orchard cherry tomato 500 g pack of 12. Store at chilled. Shelf life 93 days. Allergens: none.
N202323,Supplier sheet: Orchard mixed berries 6 pk pack of 1. Store at -18C. Shelf life 156 days. Allergens: gluten;fish.
N200283,Supplier sheet: Orchard garden peas 750 g pack of 6. Store at -18C. Shelf life 81 days. Allergens: gluten;fish.
N201352,Supplier sheet: Northfield greek yogurt 2 L pack of 2. Store at chilled. Shelf life 107 days. Allergens: milk.
N202478,Supplier sheet: Valley dish soap 1 L pack of 1. Store at ambient. Shelf life 121 days. Allergens: none.
